2.358531206846237183e-02,-1.629412025213241577e-01,1.858472824096679688e-01,-1.495571136474609375e+00,-2.145724138244986534e-03,-3.078088760375976562e+00,7.999999821186065674e-02
4.425865039229393005e-02,-5.354233384132385254e-01,5.802319645881652832e-01,-1.485251545906066895e+00,1.941459602676331997e-03,-3.076667308807373047e+00,7.999999821186065674e-02
3.648861870169639587e-02,-5.413896441459655762e-01,5.803267955780029297e-01,-1.477427244186401367e+00,1.362883253023028374e-03,-3.076310157775878906e+00,7.999999821186065674e-02
2.052614279091358185e-02,-5.528436303138732910e-01,5.811667442321777344e-01,-1.452900767326354980e+00,-3.027718281373381615e-03,-3.075666427612304688e+00,7.999999821186065674e-02
4.012688063085079193e-03,-5.637000203132629395e-01,5.819225311279296875e-01,-1.426522612571716309e+00,-9.882102720439434052e-03,-3.075232028961181641e+00,7.999999821186065674e-02
-1.303061284124851227e-02,-5.739502310752868652e-01,5.823798775672912598e-01,-1.400614500045776367e+00,-1.872806996107101440e-02,-3.075116157531738281e+00,7.999999821186065674e-02
-3.955595940351486206e-02,-5.882184505462646484e-01,5.820748805999755859e-01,-1.367190241813659668e+00,-3.398241847753524780e-02,-3.075544834136962891e+00,7.999999821186065674e-02
-9.592638909816741943e-02,-6.129140257835388184e-01,5.767754912376403809e-01,-1.331483364105224609e+00,-6.303108483552932739e-02,-3.077329397201538086e+00,7.999999821186065674e-02
-2.071373015642166138e-01,-6.502269506454467773e-01,5.431849360466003418e-01,-1.341491103172302246e+00,-9.311845153570175171e-02,-3.084802865982055664e+00,7.999999821186065674e-02
-2.258686274290084839e-01,-6.606725454330444336e-01,5.269821882247924805e-01,-1.358692526817321777e+00,-8.757908642292022705e-02,-3.084890842437744141e+00,7.999999821186065674e-02
-2.623118162155151367e-01,-6.905550360679626465e-01,4.738394916057586670e-01,-1.417737722396850586e+00,-5.624042078852653503e-02,-3.081499099731445312e+00,7.999999821186065674e-02
-2.659661769866943359e-01,-6.942935585975646973e-01,4.664295911788940430e-01,-1.425966858863830566e+00,-5.120716616511344910e-02,-3.081100463867187500e+00,7.999999821186065674e-02
-2.756641805171966553e-01,-7.047165632247924805e-01,4.449507594108581543e-01,-1.449663043022155762e+00,-3.649724647402763367e-02,-3.080178260803222656e+00,7.999999821186065674e-02
-2.861150801181793213e-01,-7.168838977813720703e-01,4.182173013687133789e-01,-1.478855252265930176e+00,-1.768728718161582947e-02,-3.079467058181762695e+00,7.999999821186065674e-02
-2.883560955524444580e-01,-7.196370959281921387e-01,4.119024276733398438e-01,-1.485707759857177734e+00,-1.318925153464078903e-02,-3.079373359680175781e+00,7.999999821186065674e-02
-3.021860420703887939e-01,-7.379724383354187012e-01,3.671492338180541992e-01,-1.533877491950988770e+00,1.894922368228435516e-02,-3.079557418823242188e+00,7.999999821186065674e-02
