2.358531206846237183e-02,-1.629412025213241577e-01,1.858472824096679688e-01,-1.495571136474609375e+00,-2.145724138244986534e-03,-3.078088760375976562e+00,7.999999821186065674e-02
6.664118170738220215e-02,-5.171107053756713867e-01,5.817957520484924316e-01,-1.491615176200866699e+00,-9.145257063210010529e-04,-3.077722549438476562e+00,7.999999821186065674e-02
2.052614279091358185e-02,-5.528436303138732910e-01,5.811667442321777344e-01,-1.452900767326354980e+00,-3.027718281373381615e-03,-3.075666427612304688e+00,7.999999821186065674e-02
4.012688063085079193e-03,-5.637000203132629395e-01,5.819225311279296875e-01,-1.426522612571716309e+00,-9.882102720439434052e-03,-3.075232028961181641e+00,7.999999821186065674e-02
-3.058607876300811768e-02,-5.835986733436584473e-01,5.823764204978942871e-01,-1.376906156539916992e+00,-2.890565991401672363e-02,-3.075344324111938477e+00,7.999999821186065674e-02
-3.955595940351486206e-02,-5.882184505462646484e-01,5.820748805999755859e-01,-1.367190241813659668e+00,-3.398241847753524780e-02,-3.075544834136962891e+00,7.999999821186065674e-02
-1.057219505310058594e-01,-6.164948940277099609e-01,5.753915309906005859e-01,-1.328447341918945312e+00,-6.752035021781921387e-02,-3.077650070190429688e+00,7.999999821186065674e-02
-1.752637028694152832e-01,-6.377075314521789551e-01,5.602619647979736328e-01,-1.325809836387634277e+00,-9.240724891424179077e-02,-3.081683635711669922e+00,7.999999821186065674e-02
-2.364016473293304443e-01,-6.680245995521545410e-01,5.148937106132507324e-01,-1.372001767158508301e+00,-8.168670535087585449e-02,-3.084134817123413086e+00,7.999999821186065674e-02
-2.544876039028167725e-01,-6.830340623855590820e-01,4.882160127162933350e-01,-1.401724100112915039e+00,-6.573129445314407349e-02,-3.082359313964843750e+00,7.999999821186065674e-02
-2.623118162155151367e-01,-6.905550360679626465e-01,4.738394916057586670e-01,-1.417737722396850586e+00,-5.624042078852653503e-02,-3.081499099731445312e+00,7.999999821186065674e-02
-2.726284265518188477e-01,-7.013708949089050293e-01,4.519822299480438232e-01,-1.441930770874023438e+00,-4.135844111442565918e-02,-3.080446720123291016e+00,7.999999821186065674e-02
-2.904665172100067139e-01,-7.222809195518493652e-01,4.057418704032897949e-01,-1.492377638816833496e+00,-8.787505328655242920e-03,-3.079310178756713867e+00,7.999999821186065674e-02
-2.943267822265625000e-01,-7.272523641586303711e-01,3.938949406147003174e-01,-1.505166411399841309e+00,-2.943586150649935007e-04,-3.079267501831054688e+00,7.999999821186065674e-02
-2.960909605026245117e-01,-7.295858860015869141e-01,3.882135450839996338e-01,-1.511282801628112793e+00,3.788169706240296364e-03,-3.079284191131591797e+00,7.999999821186065674e-02
-3.021860420703887939e-01,-7.379724383354187012e-01,3.671492338180541992e-01,-1.533877491950988770e+00,1.894922368228435516e-02,-3.079557418823242188e+00,7.999999821186065674e-02
