3.063345141708850861e-02,-1.641289740800857544e-01,1.875989586114883423e-01,-1.513318300247192383e+00,-1.388827920891344547e-03,-3.091172456741333008e+00,7.999999821186065674e-02
1.238500252366065979e-01,-5.590587854385375977e-01,5.884541869163513184e-01,-1.420828700065612793e+00,-6.706369575113058090e-03,3.122216701507568359e+00,7.999999821186065674e-02
1.761871427297592163e-01,-5.823141932487487793e-01,5.869297385215759277e-01,-1.337278842926025391e+00,1.485593151301145554e-02,3.123198270797729492e+00,7.999999821186065674e-02
1.928702592849731445e-01,-5.878701806068420410e-01,5.841503143310546875e-01,-1.324513554573059082e+00,2.184842154383659363e-02,3.132956743240356445e+00,7.999999821186065674e-02
2.509403228759765625e-01,-6.184512376785278320e-01,5.487394928932189941e-01,-1.335272908210754395e+00,3.954746201634407043e-02,-3.111578464508056641e+00,7.999999821186065674e-02
2.553977370262145996e-01,-6.225230097770690918e-01,5.431126356124877930e-01,-1.340965270996093750e+00,3.935261815786361694e-02,-3.109428644180297852e+00,7.999999821186065674e-02
2.739729285240173340e-01,-6.437733769416809082e-01,5.115265250205993652e-01,-1.377150654792785645e+00,3.413017466664314270e-02,-3.102343559265136719e+00,7.999999821186065674e-02
2.770803570747375488e-01,-6.481122970581054688e-01,5.046232342720031738e-01,-1.385592103004455566e+00,3.244996070861816406e-02,-3.101458311080932617e+00,7.999999821186065674e-02
2.800217270851135254e-01,-6.524549126625061035e-01,4.975536465644836426e-01,-1.394343614578247070e+00,3.061551414430141449e-02,-3.100696563720703125e+00,7.999999821186065674e-02
3.175151646137237549e-01,-7.272070646286010742e-01,3.454275131225585938e-01,-1.587166547775268555e+00,-1.872601918876171112e-02,-3.093817472457885742e+00,7.999999821186065674e-02
