4.509339109063148499e-02,-1.620196849107742310e-01,1.845943927764892578e-01,-1.502911329269409180e+00,-1.918640919029712677e-02,-3.136795997619628906e+00,3.999999910593032837e-02
1.326742470264434814e-01,-5.733724832534790039e-01,5.628296732902526855e-01,-1.434768199920654297e+00,-1.766376942396163940e-02,-3.075040578842163086e+00,3.999999910593032837e-02
7.328548282384872437e-02,-7.011830210685729980e-01,4.332629740238189697e-01,-1.365827679634094238e+00,-2.992913313210010529e-02,-3.136050701141357422e+00,3.999999910593032837e-02
7.020711153745651245e-02,-7.182215452194213867e-01,4.009604752063751221e-01,-1.385612726211547852e+00,-2.882420830428600311e-02,-3.137486219406127930e+00,3.999999910593032837e-02
6.702040135860443115e-02,-7.407987117767333984e-01,3.492765128612518311e-01,-1.433730125427246094e+00,-2.602307312190532684e-02,-3.137986660003662109e+00,3.999999910593032837e-02
6.485229730606079102e-02,-7.601817846298217773e-01,2.937032580375671387e-01,-1.494759798049926758e+00,-2.264452725648880005e-02,-3.137632608413696289e+00,3.999999910593032837e-02
6.453846395015716553e-02,-7.628252506256103516e-01,2.866491973400115967e-01,-1.488626599311828613e+00,-8.406887762248516083e-03,-3.136478662490844727e+00,3.999999910593032837e-02
6.442263722419738770e-02,-7.636196613311767578e-01,2.849836051464080811e-01,-1.481796264648437500e+00,-6.479371339082717896e-03,-3.136426210403442383e+00,3.999999910593032837e-02
6.405904889106750488e-02,-7.652063369750976562e-01,2.825213968753814697e-01,-1.464720964431762695e+00,-9.234119206666946411e-03,-3.137050628662109375e+00,3.999999910593032837e-02
6.400869786739349365e-02,-7.653927803039550781e-01,2.821525633335113525e-01,-1.464519858360290527e+00,-1.006704661995172501e-02,-3.137076139450073242e+00,3.999999910593032837e-02
